Date & Time, Current, Volt, Aux Volt, Leakage, Temp, Headlights, Amp Hours, BMS 1 Cell 1 Voltage, BMS 1 Cell 2 Voltage, BMS 1 Cell 3 Voltage, BMS 1 Cell 4 Voltage, BMS 1 Cell 5 Voltage, BMS 1 Cell 6 Voltage, BMS 1 Cell 7 Voltage, BMS 1 Cell 8 Voltage, BMS 1 Cell 9 Voltage, BMS 1 Cell 10 Voltage, BMS 1 Cell 11 Voltage, BMS 1 Cell 12 Voltage, BMS 1 Temp 1, BMS 1 Temp 2, BMS 2 Cell 1 Voltage, BMS 2 Cell 2 Voltage, BMS 2 Cell 3 Voltage, BMS 2 Cell 4 Voltage, BMS 2 Cell 5 Voltage, BMS 2 Cell 6 Voltage, BMS 2 Cell 7 Voltage, BMS 2 Cell 8 Voltage, BMS 2 Cell 9 Voltage, BMS 2 Cell 10 Voltage, BMS 2 Cell 11 Voltage, BMS 2 Cell 12 Voltage, BMS 2 Temp 1, BMS 2 Temp 2, BMS 3 Cell 1 Voltage, BMS 3 Cell 2 Voltage, BMS 3 Cell 3 Voltage, BMS 3 Cell 4 Voltage, BMS 3 Cell 5 Voltage, BMS 3 Cell 6 Voltage, BMS 3 Cell 7 Voltage, BMS 3 Cell 8 Voltage, BMS 3 Cell 9 Voltage, BMS 3 Cell 10 Voltage, BMS 3 Cell 11 Voltage, BMS 3 Cell 12 Voltage, BMS 3 Temp 1, BMS 3 Temp 2, BMS 4 Cell 1 Voltage, BMS 4 Cell 2 Voltage, BMS 4 Cell 3 Voltage, BMS 4 Cell 4 Voltage, BMS 4 Cell 5 Voltage, BMS 4 Cell 6 Voltage, BMS 4 Cell 7 Voltage, BMS 4 Cell 8 Voltage, BMS 4 Cell 9 Voltage, BMS 4 Cell 10 Voltage, BMS 4 Cell 11 Voltage, BMS 4 Cell 12 Voltage, BMS 4 Temp 1, BMS 4 Temp 2, BMS 5 Cell 1 Voltage, BMS 5 Cell 2 Voltage, BMS 5 Cell 3 Voltage, BMS 5 Cell 4 Voltage, BMS 5 Cell 5 Voltage, BMS 5 Cell 6 Voltage, BMS 5 Cell 7 Voltage, BMS 5 Cell 8 Voltage, BMS 5 Cell 9 Voltage, BMS 5 Cell 10 Voltage, BMS 5 Cell 11 Voltage, BMS 5 Cell 12 Voltage, BMS 5 Temp 1, BMS 5 Temp 2, BMS 6 Cell 1 Voltage, BMS 6 Cell 2 Voltage, BMS 6 Cell 3 Voltage, BMS 6 Cell 4 Voltage, BMS 6 Cell 5 Voltage, BMS 6 Cell 6 Voltage, BMS 6 Cell 7 Voltage, BMS 6 Cell 8 Voltage, BMS 6 Cell 9 Voltage, BMS 6 Cell 10 Voltage, BMS 6 Cell 11 Voltage, BMS 6 Cell 12 Voltage, BMS 6 Temp 1, BMS 6 Temp 2, BMS 7 Cell 1 Voltage, BMS 7 Cell 2 Voltage, BMS 7 Cell 3 Voltage, BMS 7 Cell 4 Voltage, BMS 7 Cell 5 Voltage, BMS 7 Cell 6 Voltage, BMS 7 Cell 7 Voltage, BMS 7 Cell 8 Voltage, BMS 7 Cell 9 Voltage, BMS 7 Cell 10 Voltage, BMS 7 Cell 11 Voltage, BMS 7 Cell 12 Voltage, BMS 7 Temp 1, BMS 7 Temp 2, BMS 8 Cell 1 Voltage, BMS 8 Cell 2 Voltage, BMS 8 Cell 3 Voltage, BMS 8 Cell 4 Voltage, BMS 8 Cell 5 Voltage, BMS 8 Cell 6 Voltage, BMS 8 Cell 7 Voltage, BMS 8 Cell 8 Voltage, BMS 8 Cell 9 Voltage, BMS 8 Cell 10 Voltage, BMS 8 Cell 11 Voltage, BMS 8 Cell 12 Voltage, BMS 8 Temp 1, BMS 8 Temp 2, ESC 1 Battery Voltage, ESC 1 Battery Current, ESC 1 RPM, ESC 1 Odometer, ESC 1 Controller Temperature, ESC 1 Motor Temperature, ESC 1 Battery Temperature, ESC 1 Requested Output PWM, ESC 1 Real Output PWM, ESC 1 Warnings, ESC 1 Failures, ESC 1 Remaining Battery Capacity, ESC 1 Throttle Command, Load Cell Total, Calibration Factor, Load Cell 1,Load Cell 2,Load Cell 3,Load Cell 4,
2018/12/21 07:07:37, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.813, 3.817, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.821, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.82, 3.819, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.81, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.954, 3.951, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 2.0E-4,17550.0,-0.0165,0.0071,0.0074,0.0023,
2018/12/21 07:07:38, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.812, 3.818, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.824, 3.821, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.809, 3.816, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.819, 3.821, 3.818, 3.818, 3.819, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.816, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.954, 3.951, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, -0.0097,17550.0,-0.0183,0.0024,0.0036,0.0026,
2018/12/21 07:07:39, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.812, 3.813, 3.813, 3.812, 3.818, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.949, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.818, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.82, 3.818, 3.819, 3.819, 3.82, 3.818, 3.819, 3.819, 3.819, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.814, 3.825, 3.817, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.835, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.954, 3.951, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, -0.012,17550.0,-0.0223,0.0043,0.0075,-0.0015,
2018/12/21 07:07:40, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.812, 3.817, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.818, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.841, 3.818, 3.823, 3.822, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.816, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.818, 3.818, 3.819, 3.82, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.814, 3.814, 3.825, 3.817, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.835, 3.836, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.951, 3.954, 3.951, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0.0113,17550.0,-0.0116,0.0012,0.0137,0.008,
2018/12/21 07:07:41, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.813, 3.813, 3.813, 3.812, 3.818, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.947, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.816, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.82, 3.82, 3.82, 3.818, 3.818, 3.819, 3.82, 3.818, 3.818, -40, -40, 3.81, 3.814, 3.816, 3.814, 3.814, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.954, 3.952, 3.954, 3.952, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0.0081,17550.0,-0.0191,0.0096,0.0103,0.0074,
2018/12/21 07:07:42, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.813, 3.813, 3.812, 3.812, 3.817, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.82, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.809, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.819, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.81, 3.814, 3.816, 3.815, 3.814, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.838, 3.84, 3.948, 3.95, 3.955, 3.952, 3.955, 3.951, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, -9.0E-4,17550.0,-0.0135,0.0022,0.0055,0.0048,
2018/12/21 07:07:43, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.812, 3.818, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.947, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.818, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.82, 3.821, 3.818, 3.818, 3.82, 3.819, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.814, 3.814, 3.826, 3.817, 3.818, 3.818, 3.817, 3.818, 3.816, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.954, 3.951, 3.955, 3.952, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, -0.0014,17550.0,-0.0157,0.0072,0.0042,0.0029,
2018/12/21 07:07:44, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.812, 3.813, 3.813, 3.812, 3.818, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.952, 3.966, 3.818, 3.82, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.822, 3.821, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.809, 3.816, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.82, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.82, 3.821, 3.818, 3.818, 3.819, 3.819, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.954, 3.951, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, -0.0014,17550.0,-0.0168,0.0044,0.0058,0.0052,
2018/12/21 07:07:45, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.812, 3.813, 3.813, 3.812, 3.817, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.947, 3.95, 3.949, 3.95, 3.952, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.841, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.809, 3.816, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.819, 3.82, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.954, 3.952, 3.954, 3.951, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, -0.0123,17550.0,-0.0218,0.0055,7.0E-4,0.0032,
2018/12/21 07:07:46, 0, 122.6, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.812, 3.818, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.952, 3.966, 3.818, 3.82, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.841, 3.818, 3.823, 3.821, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.82, 3.818, 3.82, 3.819, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.814, 3.815, 3.825, 3.817, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.836, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.954, 3.952, -40, -40, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, -0.0435,17550.0,-0.021,-0.0262,0.005,-0.0012,
2018/12/21 07:07:47, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.813, 3.817, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.949, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.819, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.955, 3.952, -40, -40, 103.9686684073107, 0.0, 0, 0, 39, 41, 0, 0.0, 0.0, 0, 3, 100, 0, -0.0032,17550.0,-0.0163,0.0047,0.0054,0.003,
2018/12/21 07:07:48, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.812, 3.813, 3.812, 3.812, 3.817, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.952, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.82, 3.818, 3.82, 3.819, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.817, 3.818, 3.817, -40, -40, 3.834, 3.836, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.954, 3.951, -40, -40, 104.00348128807659, 0.6, 0, 0, 39, 41, 0, 0.0, 0.0, 0, 3, 100, 0, 0.0048,17550.0,-0.0123,0.002,0.0074,0.0077,
2018/12/21 07:07:49, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.812, 3.813, 3.813, 3.812, 3.817, 3.814, 3.816, 3.817, 3.818, 3.813, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.818, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.809, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.82, 3.818, 3.819, 3.819, 3.82, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.814, 3.814, 3.824, 3.817, 3.818, 3.818, 3.817, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.954, 3.951, -40, -40, 103.93385552654482, 0.0, 0, 0, 39, 41, 0, 0.0, 0.0, 0, 3, 100, 0, -0.0038,17550.0,-0.0107,0.0043,-9.0E-4,0.0035,
2018/12/21 07:07:50, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.812, 3.817, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.952, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.818, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.819, 3.821, 3.818, 3.818, 3.82, 3.819, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.954, 3.952, 3.955, 3.952, -40, -40, 103.9686684073107, 0.0, 0, 0, 39, 41, 0, 0.0, 0.0, 0, 3, 100, 0, 0.0064,17550.0,-0.0096,0.0067,0.0021,0.0072,
2018/12/21 07:07:51, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.813, 3.813, 3.812, 3.813, 3.817, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.821, 3.818, 3.926, 3.922, 3.925, 3.922, 3.856, 3.922, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.82, 3.819, 3.82, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.838, 3.839, 3.948, 3.95, 3.955, 3.952, 3.954, 3.951, -40, -40, 103.9686684073107, 0.0, 0, 0, 39, 41, 0, 0.0, 0.0, 0, 3, 100, 0, 6.0E-4,17550.0,-0.012,9.0E-4,0.0047,0.007,
2018/12/21 07:07:52, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.812, 3.812, 3.812, 3.813, 3.813, 3.813, 3.818, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.949, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.841, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.81, 3.816, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.817, 3.82, 3.819, 3.819, 3.819, 3.82, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.811, 3.814, 3.816, 3.815, 3.814, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.838, 3.84, 3.948, 3.95, 3.955, 3.951, 3.954, 3.952, -40, -40, 103.9686684073107, 0.0, 0, 0, 39, 41, 0, 0.0, 0.0, 0, 0, 100, 0, 0.0019,17550.0,-0.0116,0.0063,0.0042,0.0031,
2018/12/21 07:07:53, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.812, 3.813, 3.813, 3.813, 3.818, 3.814, 3.816, 3.818, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.952, 3.966, 3.818, 3.818, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.821, 3.822, 3.822, 3.821, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.809, 3.816, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.821, 3.819, 3.818, -40, -40, 3.817, 3.819, 3.818, 3.819, 3.819, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.81, 3.814, 3.816, 3.815, 3.815, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.955, 3.952, 3.955, 3.951, -40, -40, 103.9686684073107, 0.0, 0, 0, 39, 41, 0, 0.0, 0.0, 0, 0, 100, 0, -0.0023,17550.0,-0.0172,0.0032,0.0075,0.0041,
2018/12/21 07:07:54, 0, 122.5, 13.1, 101, -40, 0, 100.0, 3.811, 3.812, 3.812, 3.813, 3.813, 3.812, 3.818, 3.814, 3.816, 3.817, 3.818, 3.814, -40, -40, 3.948, 3.95, 3.95, 3.95, 3.953, 3.966, 3.818, 3.819, 3.818, 3.848, 3.816, 3.816, -40, -40, 3.817, 3.818, 3.818, 3.818, 3.822, 3.818, 3.926, 3.922, 3.926, 3.922, 3.856, 3.921, -40, -40, 3.822, 3.82, 3.84, 3.818, 3.823, 3.82, 3.822, 3.822, 3.822, 3.822, 3.828, 3.822, -40, -40, 3.814, 3.809, 3.817, 3.816, 3.818, 3.828, 3.824, 3.824, 3.824, 3.82, 3.819, 3.818, -40, -40, 3.818, 3.82, 3.818, 3.819, 3.819, 3.821, 3.818, 3.818, 3.82, 3.82, 3.818, 3.818, -40, -40, 3.81, 3.814, 3.816, 3.815, 3.814, 3.825, 3.818, 3.818, 3.818, 3.818, 3.818, 3.817, -40, -40, 3.834, 3.837, 3.836, 3.836, 3.837, 3.84, 3.948, 3.95, 3.954, 3.952, 3.955, 3.951, -40, -40, 104.00348128807659, 0.0, 0, 0, 39, 41, 0, 5.1, 4.7, 0, 0, 868, 0, 0.0018,17550.0,-0.0096,-0.0014,0.0086,0.0041,
